family,seed,audit_id,official_test_index,true_class_id,true_class_name,endpoint_predicted_class,endpoint_correct,endpoint_true_class_centered_logit,output_scale_s,resolved,certification_pass,quadrature_order,numerical_tolerance,nested_quadrature_error,endpoint_change,R,D,H,chi,R_over_s,D_over_s,H_over_s,interaction_pot_mass_M,R_over_M,H_over_M,signed_cosine,spearman_abs,top3_jaccard,false_consensus_primary,max_abs_transfer_entry,pot_conservation_error,bshap_reconstruction_error,ig_reconstruction_error,bshap_completeness_error,ig_completeness_error,margin_gap_error,interior_mobius_reconstruction_error,pot_order1_L1_over_s,pot_order1_max_abs_over_s,pot_order2_L1_over_s,pot_order2_max_abs_over_s,pot_order3_L1_over_s,pot_order3_max_abs_over_s,pot_order4_L1_over_s,pot_order4_max_abs_over_s,pot_order5_L1_over_s,pot_order5_max_abs_over_s,pot_order6_L1_over_s,pot_order6_max_abs_over_s,pot_order7_L1_over_s,pot_order7_max_abs_over_s,pot_order8_L1_over_s,pot_order8_max_abs_over_s,max_abs_pot_order_ge2_over_s,max_abs_pot_order_ge3_over_s,R_order2,R_order2_over_s,R_order3,R_order3_over_s,R_order4,R_order4_over_s,R_order5,R_order5_over_s,R_order6,R_order6_over_s,R_order7,R_order7_over_s,R_order8,R_order8_over_s,bshap_region0,ig_region0,margin_region0,bshap_region1,ig_region1,margin_region1,bshap_region2,ig_region2,margin_region2,bshap_region3,ig_region3,margin_region3,bshap_region4,ig_region4,margin_region4,bshap_region5,ig_region5,margin_region5,bshap_region6,ig_region6,margin_region6,bshap_region7,ig_region7,margin_region7
softplus_cnn,20260920,0,280,0,T-shirt/top,0,True,12.697161943513226,15.829693606115129,True,True,128,1.582969360611513e-07,1.349048650567397e-10,11.189030352511725,58.805560911844566,0.9805992029379893,57.82496170890658,0.9833247198439616,3.7148893955299007,0.06194682141915726,3.6529425741107437,82.4003943159052,0.713656304682194,0.7017558858664953,0.9887531130490278,0.9285714285714287,0.5,False,1.3847962363029873,6.18152695697205e-10,4.440892098500626e-16,4.440892098500626e-16,1.7763568394002505e-15,7.453273553892359e-10,6.661338147750939e-16,8.881784197001252e-16,0.619391983849479,0.16988384184957822,1.1446080964344965,0.19523892725919337,1.0905645888589528,0.06819726629438672,1.2213292566261265,0.061292787419369894,1.1088690311020504,0.06044266525992409,0.5266495555903808,0.06445583487203986,0.11265009375350511,0.037341167480085466,0.0007614198613378305,0.0007614198613378305,0.19523892725919337,0.06819726629438672,4.014638318959177,0.25361440460277085,11.193537519586062,0.7071228160260736,17.01701527900597,1.0750059794228848,14.513248460333207,0.9168369787477523,8.538590578401221,0.5394034016617163,3.071368870126245,0.19402579396355166,0.45716188531834423,0.028880021097928213,2.306475469962148,2.163784309253258,-0.1426911607088905,-1.7614381596781727,-1.863492120681962,-0.10205396100378938,1.3918783465073454,1.3890964019165934,-0.002781944590752261,2.547590429594003,2.201949904856815,-0.3456405247371882,0.7529926879008029,1.0479858898757002,0.294993201974897,1.8712507490828152,2.5308077315593476,0.6595569824765322,0.11028476860113949,0.13633378746036298,0.02604901885922345,3.969996060541643,3.582564449016938,-0.3874316115247056
softplus_cnn,20260920,1,1403,0,T-shirt/top,0,True,14.441396034828344,15.829693606115129,True,True,128,1.582969360611513e-07,4.625499983035297e-11,12.93326468892902,69.64330110722508,1.3545076732716033,68.28879343395349,0.9805507830367467,4.399535634746674,0.08556752309775262,4.313968111648921,87.43630740294057,0.7965032281873664,0.7810118640904187,0.9938663451643066,0.9761904761904763,1.0,False,1.56105698897411,6.916178740823398e-10,1.3322676295501878e-15,8.881784197001252e-16,3.552713678800501e-15,1.3486456396094582e-10,1.4432899320127035e-15,4.440892098500626e-16,0.7038651651236085,0.19158965266803188,1.2599328960989606,0.17033806895290815,1.0999438089037228,0.10102001265209747,1.4175092323453322,0.10843150661356508,1.0480050873871722,0.13922183426720408,0.4606020590064943,0.05106413020313939,0.19612976155527573,0.04120929905956339,0.041439996700393424,0.041439996700393424,0.17033806895290815,0.13922183426720408,5.563168926172333,0.35143882532402515,13.478699210606536,0.8514820024943258,18.411835938291887,1.1631201712697243,17.2846224330089,1.0919113700553067,10.504239602449104,0.6635782008055569,3.8526860298150796,0.24338348711479535,0.5480489668060508,0.034621577678189255,4.037628522431298,3.723952074874741,-0.31367644755655766,-2.938657759988241,-3.497292690669092,-0.5586349306808505,0.37890890681451306,0.5228400905539199,0.1439311837394069,3.8976171086403912,3.986643900522312,0.08902679188192242,0.5814515006554334,0.8514989252556779,0.27004742460024456,1.928523866037581,2.097792244874146,0.16926837883656454,0.2410270373785628,-0.24116925758820015,-0.482196294966763,4.806765506959485,5.48899940124038,0.682233894280897
softplus_cnn,20260920,2,1512,0,T-shirt/top,0,True,11.833505570280934,15.829693606115129,True,True,64,1.582969360611513e-07,4.577744583400545e-08,10.325374086947903,36.53177851394582,1.194904954331691,35.336873559614126,0.9672913555556694,2.3078007334161743,0.0754850336376751,2.232315699778499,71.2177355390363,0.5129590015386237,0.496180807942778,0.9848631527171839,0.9285714285714287,1.0,False,0.58463404027428,5.726008556194984e-10,8.881784197001252e-16,4.440892098500626e-16,0.0,6.8904881800335716e-12,8.326672684688674e-16,4.440892098500626e-16,0.4665114642509978,0.12004970169871568,0.9434272880345651,0.12659471493298805,0.9359026303856813,0.04945307090691158,1.2006766849243686,0.05363534065154344,0.9534809630613971,0.0768301405946803,0.36422731924481,0.04905562710352068,0.08113016326419309,0.02283091637229456,0.020151413753369495,0.020151413753369495,0.12659471493298805,0.0768301405946803,2.615194848983335,0.16520817863291212,7.042659389982694,0.4449018133403455,9.655338266149261,0.6099510518901852,8.880386973408365,0.5609955059381443,6.110845998305013,0.38603690951695663,2.031667446475375,0.12834534243230877,0.195685590597625,0.012361931662532634,2.4557759304635445,2.408489522681061,-0.04728640778248319,0.6733694703100133,0.17260230167801713,-0.5007671686319961,0.31739138319031657,0.28824224541416366,-0.0291491377761528,2.2230371901987196,2.5535212414659485,0.3304840512672292,0.7395195078713805,0.8978059803070835,0.15828647243570299,-0.7894694629703355,-1.4071717031148399,-0.6177022401445043,0.7133835108575628,1.2971624645518902,0.5837789536943273,3.9923665570267017,4.114722033957689,0.12235547693098608
softplus_cnn,20260920,3,3341,0,T-shirt/top,0,True,14.535741857759415,15.829693606115129,True,True,128,1.582969360611513e-07,7.969651605321815e-10,13.02761066695828,120.91652469364101,4.239165430264315,116.6773592633767,0.9649413887720902,7.6385890783716786,0.26779832482839044,7.370790753543289,149.57092436042336,0.8084226610933192,0.7800804853102162,0.9475614264410198,0.7380952380952381,0.5,False,1.5873715467475389,1.7711472288794994e-09,1.7763568394002505e-15,8.881784197001252e-16,1.7763568394002505e-15,9.377902898677348e-10,1.5543122344752192e-15,1.7763568394002505e-15,0.8403110951101163,0.22568663441242715,1.5253573045721558,0.17191200331145307,2.37401661932142,0.10358800906437496,2.230139607668697,0.10649033644354625,1.7969805142286333,0.14441837471023375,1.0870137984842712,0.1441399011755504,0.4049679353409038,0.18130547790621765,0.030280973492709678,0.030280973492709678,0.18130547790621765,0.18130547790621765,8.160890622435284,0.5155431826730159,21.268169079136563,1.3435616385474771,34.09767452124635,2.154032501808763,33.30888503437791,2.10420276369155,18.193028902770436,1.1492976020548076,5.385352806611015,0.34020575133119524,0.5025237268139624,0.03174563824910886,3.391706598572365,4.317198645494723,0.9254920469223575,-1.4969781891974856,-3.610361835394695,-2.1133836461972098,1.8733106260837182,0.4903262282426907,-1.3829843978410272,2.8832756258505854,3.775349144303294,0.892073518452708,0.22298414086413768,0.7740059292581135,0.5510217883939754,2.7989129137706366,3.9056457897131174,1.1067328759424793,0.532150022976031,-0.21064736278115262,-0.7427973857571839,2.82224892803829,3.5860941290599797,0.7638452010216895
softplus_cnn,20260920,4,4116,0,T-shirt/top,0,True,13.28579862129046,15.829693606115129,True,True,64,1.582969360611513e-07,2.2628265927693292e-08,11.77766716474325,26.39462495285874,1.5768216191174216,24.81780333374132,0.9402597452347343,1.6674122449636233,0.09961163231285056,1.5678006126507729,47.526000065139016,0.555372320765104,0.5221942368330199,0.9859091620563165,0.6904761904761906,0.5,False,0.48434798318209227,5.000388991760474e-10,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,2.263220721943071e-10,6.661338147750939e-16,4.440892098500626e-16,0.48303976591181796,0.17464338422394063,0.9873887703559205,0.10173676287100492,0.7933057631367213,0.03725585660395297,0.5847744351582593,0.0338678529860221,0.4108256209794905,0.024775438113784545,0.17331526301999703,0.014310741706334403,0.03832724736612913,0.00867891470971367,0.014395178024502901,0.014395178024502901,0.10173676287100492,0.03725585660395297,2.436192926235816,0.15390019458713317,5.5481534220046544,0.35049025963846586,7.4949489749957205,0.47347403945331995,6.222199696321888,0.39307139172410804,3.4156338451755217,0.2157738444069465,1.1487645839583205,0.07257023493585145,0.12873150410191145,0.008132280213697978,2.077651021663943,2.1271771079061343,0.04952608624219168,1.4729511269505442,0.9202952842951834,-0.5526558426553602,0.7099018730468765,0.4418804956163023,-0.26802137743057447,1.0397370934650296,1.2640400478200315,0.22430295435500175,1.092344052711904,1.4076063620322605,0.3152623093203568,-1.0794987455414573,-1.8356431444597825,-0.7561443989183256,1.0683325371018224,1.6746177115860867,0.6062851744842641,5.396248205344588,5.777693300173357,0.3814450948287687
softplus_cnn,20260920,5,5544,0,T-shirt/top,0,True,15.219335553548374,15.829693606115129,True,True,128,1.582969360611513e-07,1.747681999120232e-10,13.711204206267185,95.15226284010217,2.4028265564473323,92.74943628365483,0.9747475626461438,6.01099839376197,0.15179236037260396,5.859206033389366,122.27221161509003,0.7782002270445487,0.7585487745623496,0.9862090666780128,0.8333333333333335,0.5,False,1.5983114943964303,8.481047530928265e-10,1.7763568394002505e-15,1.1102230246251565e-16,1.7763568394002505e-15,8.460201428306391e-10,1.609823385706477e-15,4.440892098500626e-16,0.7272643076534219,0.19142088843136948,1.5142286329932548,0.20502096649153434,1.7345057423676573,0.10462946716788735,1.8679403964156227,0.1250767541520348,1.5194391830686145,0.1535800355938093,0.8591243335056769,0.12013310088369618,0.21295244254735574,0.06522613905983343,0.01604036652845245,0.01604036652845245,0.20502096649153434,0.1535800355938093,5.990303881741314,0.3784219727049685,14.214960019655722,0.8979933770900264,24.83326632553083,1.5687774472108262,26.859099077431594,1.6967541978864153,16.041928175644387,1.0134073706548097,6.03615677401652,0.38131861072059586,1.1765485859555258,0.07432541748635087,3.884646025473103,3.9341111436751586,0.04946511820205558,-3.102425015369077,-4.2964102076589095,-1.193985192289832,0.521765691731833,0.8634675723307781,0.3417018805989448,3.8251534876136724,4.449641026085185,0.6244875384715127,0.5666455145755207,0.768155209957202,0.20150969538168123,2.0601669004577907,2.317052359315381,0.25688545885758857,0.7767152416155203,-0.4321261221189702,-1.2088413637344908,5.17853636016882,6.10731322552738,0.9287768653585593
softplus_cnn,20260920,6,6708,0,T-shirt/top,0,True,10.455583514513123,15.829693606115129,True,True,64,1.582969360611513e-07,5.414415799043226e-08,8.947452049347957,15.401427444989471,0.9231693230774779,14.478258121911994,0.9400594960191296,0.9729453916303084,0.058318837120186,0.9146265545101223,32.69055606705395,0.4711277291643035,0.4428880956388322,0.9872262491076144,0.8333333333333335,0.5,False,0.20608940405832926,4.155487065560237e-11,4.440892098500626e-16,2.220446049250313e-16,0.0,1.1070433458826301e-10,2.7755575615628914e-16,4.440892098500626e-16,0.3340338902149706,0.1693761380531135,0.5697692870347139,0.07164670963667906,0.4624916254746987,0.031077946473403745,0.4616456146508701,0.02754877379312712,0.35816837608259955,0.021041005708242043,0.168120767930452,0.014664345180868588,0.033650844331026886,0.009249301138793478,0.011294913033797862,0.011294913033797862,0.07164670963667906,0.031077946473403745,1.3097481227822438,0.08273995412496667,2.6617409012936437,0.16814860524308528,3.9458866225856455,0.24927119379375226,3.703985426430716,0.23398971064100943,2.5688553279514643,0.16228079910271268,1.0061704290425775,0.06356221756900503,0.20504061485889474,0.012952911152979361,1.3250287059720187,1.2179695832479782,-0.10705912272404078,1.4671231862618919,1.2602134534097569,-0.2069097328521352,0.2588024422590105,-0.06787295512089704,-0.32667539737990753,0.013088748059552124,0.21443703807409897,0.2013482900145469,0.9257549224600968,1.5246658701740174,0.5989109477139204,0.27128729871798885,0.3941973841223515,0.12291008540436267,0.2192887899304986,0.19043521855945872,-0.028853571371040054,4.467077955686899,4.213406456991897,-0.2536714986950023
softplus_cnn,20260920,7,7346,0,T-shirt/top,3,False,7.359031527333899,15.829693606115129,True,True,64,1.582969360611513e-07,2.9727523553901847e-08,5.850900081890414,15.391934329553564,0.8259334567049854,14.566000872848578,0.9463398531320955,0.972345688586641,0.05217621245593289,0.9201694761307081,33.466212737921175,0.4599245946976451,0.435244973398008,0.9927401679726535,0.9523809523809524,1.0,False,0.5812724382916041,5.370515143710008e-10,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.3317880132035498e-10,6.938893903907228e-16,8.881784197001252e-16,0.24265375885099183,0.17524312899302788,0.5492720720245544,0.16055108483035901,0.5003762010006604,0.0577205260875847,0.4734287061581698,0.0389089143696475,0.35698353688359674,0.044535665408830236,0.16608435283306433,0.024664058055348898,0.061142654864499185,0.02427399029054119,0.006854011166549762,0.006854011166549762,0.16055108483035901,0.0577205260875847,1.5980586355447264,0.10095322596309662,3.155597265943002,0.19934670527823553,4.45914365319582,0.28169488078235577,3.429177892257341,0.21662945459238858,2.1472143056477657,0.13564471676307624,0.5128000926538695,0.03239482111364247,0.08994248428361573,0.005681884092113462,0.15767003493807347,0.27239248119446996,0.11472244625639653,-1.2530004498869434,-0.9457376684930421,0.307262781393901,0.2231490783343533,0.17207039437437552,-0.0510786839599778,0.307465641721582,0.7114138708428595,0.4039482291212775,0.04576738429394209,-0.06473279787465483,-0.11050018216859692,0.14089226054846074,0.0413206186784276,-0.09957164187003312,1.3775021166558625,1.0230444583726916,-0.35445765828317133,4.851454015285082,4.641128724928466,-0.21032529035661687
softplus_cnn,20260920,8,7393,0,T-shirt/top,6,False,6.1168099222731716,15.829693606115129,True,True,128,1.582969360611513e-07,1.994642229163901e-09,4.608678685485195,54.15051403343608,2.298796782068642,51.85171725136744,0.9575480155063862,3.420818834580433,0.14522054812107038,3.2755982864593625,94.09003835407303,0.5755180354976652,0.5510861527789233,0.9614717417444015,0.9523809523809524,1.0,False,1.4858891661861846,8.193654366106529e-10,1.1102230246251565e-15,6.938893903907228e-17,8.881784197001252e-16,1.9977264287263097e-10,1.3322676295501878e-15,1.3322676295501878e-15,0.6039556446114619,0.21748881631834588,0.9318485150281985,0.10947538635614157,1.3230428411625905,0.06319634393418723,1.411807477174205,0.07672545477136765,1.2886449529240014,0.08740243994180782,0.7133484600061488,0.07520535814209796,0.254326284449253,0.0853062771707832,0.020876575205432357,0.020876575205432357,0.10947538635614157,0.08740243994180782,4.035543581515397,0.254935040559246,7.541056399604686,0.4763867568915876,12.363592784883787,0.7810380347543581,14.714739509720577,0.9295656552718218,10.42422927977491,0.6585237553649145,4.255013584435334,0.26879949102688827,0.8163388932820046,0.051570100697757464,0.08820279070102903,0.13652266053149592,0.048319869830466794,-2.7578949251079043,-3.7961462290572436,-1.0382513039493406,1.5400691183681574,1.1696542054903858,-0.370414912877771,-0.2431514008706992,-0.09019314487506995,0.1529582559956293,0.8857777562591465,1.0721402617111753,0.1863625054520292,2.702888376396961,4.520576911646904,1.8176885352499432,0.5424822171257674,-0.34764834801587685,-0.8901305651416445,1.8503047526127383,1.9437723682531969,0.09346761564045913
softplus_cnn,20260920,9,8134,0,T-shirt/top,0,True,15.671225863220933,15.829693606115129,True,True,128,1.582969360611513e-07,2.798521414604238e-10,14.163094222013077,52.88764107794931,1.3309047954382454,51.55673628251107,0.9748352399859039,3.3410400980546093,0.08407647226501636,3.256963625789593,88.61918809971282,0.5967967232834612,0.5817784769648341,0.9917306117245116,0.9285714285714287,1.0,False,0.8479810504957698,1.2560796291971599e-09,3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,6.88178403152051e-10,9.992007221626409e-16,4.440892098500626e-16,0.5706358525636787,0.1710561247481527,1.362344100708591,0.1860775114930474,1.1731259931088962,0.08519643373370485,1.1976231227942953,0.0527384964257885,1.0648227211330068,0.07265385287638351,0.611237033571321,0.07600168343856686,0.18338152430769833,0.04715919867117013,0.005753778602709856,0.005753778602709856,0.1860775114930474,0.08519643373370485,4.334722133162612,0.27383487267802054,9.562081926941827,0.6040598235740914,14.2401323480466,0.8995835739073011,13.474184295697656,0.8511967844085421,8.167876573634787,0.5159845020929196,2.65129392666132,0.1674886446088322,0.4573498736905321,0.02889189677770228,3.2516674017482265,2.9906858755497843,-0.2609815261984423,-2.1116774163629515,-2.3853326774648718,-0.2736552611019212,0.2141645944973293,0.18212377879968372,-0.03204081569764561,3.19113039434379,3.0534156579637934,-0.13771473637999654,1.029025576861239,1.422643060216043,0.39361748335480434,1.8824882716505769,2.4398806393150605,0.5573923676644832,1.230874667002739,0.604362211286588,-0.6265124557161511,5.475420732272127,5.855315677035175,0.3798949447630465
